"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002549",1229.98469317186,0.164300728725486,0.177395585311704,0.926182736942359,0.354351022345476,0.656729477666762
"ENSG00000002586",8367.26727634875,0.0792894308760616,0.131640081100155,0.602319827011775,0.546961265485195,0.801490814631182
"ENSG00000002587",1.95953335698007,0.399056442749026,1.15881067603973,0.344367247385754,0.730570117047997,NA
"ENSG00000002726",1.53531673945229,0.804939605370371,1.8033625142283,0.446354850463786,0.655340940970784,NA
"ENSG00000002745",7.28561888515924,-0.616755840397283,1.02005314561186,-0.604631085204228,0.545424147475142,NA
"ENSG00000002746",126.130005973738,0.193681254724148,0.308349478770702,0.628122529982207,0.529923674966581,0.788533509271848
"ENSG00000002822",351.152304336473,-0.0573898319667159,0.150034116411462,-0.382511880226806,0.702081718534867,0.893013427123572
"ENSG00000002834",8609.18275618938,0.416875055371325,0.108296983616796,3.84936903548872,0.000118422479332912,0.001830110662752
"ENSG00000002919",251.500095596273,0.341973669874932,0.144338780689971,2.36924316694532,0.0178245300402522,0.0988113131257757
"ENSG00000002933",546.441449222622,0.404466498425363,1.40062631378887,0.288775453126559,0.772753217770892,0.925756744263357
"ENSG00000003056",1837.96769229328,-0.00770187687694011,0.100389433711279,-0.0767199952446271,0.938846297516182,0.983555502335249
"ENSG00000003096",414.075308683702,-0.964578629321616,0.191741904271291,-5.03060941731786,4.88923265861601e-07,1.49289170594233e-05
"ENSG00000003137",106.506412172302,-1.03077632905586,0.583074413477823,-1.76782980907645,0.0770893599140965,0.267760568984031
"ENSG00000003147",9.33188603208963,0.254911504755497,0.570505284731505,0.446817078785633,0.655007138938191,NA
"ENSG00000003249",122.242063046478,-0.368497975015861,0.353315002467841,-1.04297290644883,0.296960841170337,0.600626063988141
"ENSG00000003393",860.859802380907,0.0548919352194706,0.166834695847635,0.329019901649246,0.742140645414135,0.912907738368834
"ENSG00000003400",95.3711570248671,-0.178398908375876,0.354603466800508,-0.503094089816779,0.614898121800291,0.845066429642958
"ENSG00000003402",3368.72335143759,1.16249955503505,0.126138593252644,9.21604978348431,3.082470899741e-20,7.91254606382668e-18
"ENSG00000003436",5053.34063480256,-0.325443615737941,0.199411744750844,-1.63201829533446,0.102675632127145,0.322727153593648
"ENSG00000003509",302.835086615061,-0.100895148270193,0.125090107320686,-0.806579756235513,0.419908640720253,0.713270117060143
"ENSG00000003756",2957.87449781706,-0.183767842696335,0.0805067784641338,-2.28263813559754,0.0224516926503003,0.115147607581713
"ENSG00000003987",30.2673614014711,0.754687159849315,0.350816093212694,2.151233009119,0.0314578128448344,0.146009370375427
"ENSG00000003989",39.5398447202775,0.586932349134439,0.730281578309876,0.803706907810552,0.421566263729414,0.714323233853433
"ENSG00000004059",1684.3217819095,0.379689771039631,0.114194253668285,3.32494638602889,0.000884355393123565,0.00941039458790494
"ENSG00000004139",312.643392000576,-0.0807770695340648,0.204992488865789,-0.394048923358116,0.693544919623815,0.889780575001734
"ENSG00000004142",1468.18173216884,0.15228793025855,0.127375714151312,1.19558058043658,0.231860273431026,0.52301516847079
"ENSG00000004399",3661.96471974267,-0.0519472643852739,0.217224517166168,-0.239140890093618,0.810996335736203,0.941262894070411
"ENSG00000004455",1236.90625297069,-0.0918567972106062,0.164577790992491,-0.558136044095992,0.576751489362169,0.821567090518251
"ENSG00000004468",5.59935950029571,0.2415812807513,0.814160769391886,0.296724295536546,0.766677006806219,NA
"ENSG00000004478",612.469678830193,-0.00303832191426498,0.16656999996518,-0.0182405109857724,0.985446984911851,0.995355988415719
"ENSG00000004487",1255.80031118487,-0.334105525803991,0.096038368546304,-3.47887548342624,0.000503522488042693,0.00602833840427399
"ENSG00000004534",1306.14906893784,-0.303531255147877,0.158959516857921,-1.90948778121397,0.0561991964864542,0.21779345721273
"ENSG00000004660",79.865424377978,-0.645176178926617,0.378102799642386,-1.70635123447071,0.0879427042570563,0.291633951384523
"ENSG00000004700",1510.20849871797,0.409553280859457,0.119162326764514,3.43693591741295,0.000588334782701341,0.00677211546917447
"ENSG00000004766",495.212595858396,-0.114356684939025,0.129941106528756,-0.88006550039435,0.378823827182132,0.677801189336046
"ENSG00000004776",12520.3502740741,-0.154542224152926,0.245604661253982,-0.629231641467556,0.529197416702355,0.787974866398621
"ENSG00000004777",104.39554381318,-0.471433085352396,0.409422542902587,-1.1514585445398,0.249543640578699,0.544511128676514
"ENSG00000004779",366.340319770589,0.109903471791758,0.136529808339931,0.804977851562795,0.420832460944434,0.713813439525099
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100023,0.0378786102245328
"ENSG00000004809",1.40994350389939,0.0528321817693278,1.54297791913353,0.0342404004063752,0.97268545055012,NA
"ENSG00000004838",16.3434516100777,-0.923936691699483,0.41150824228119,-2.24524467985781,0.0247524292442045,0.123402931986084
"ENSG00000004846",22.073292550198,-1.58995194445532,0.649411531149349,-2.44829644715636,0.0143533506432429,0.0843950499172592
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612717,0.274609505270298,0.203829497475614,0.83848674105844,0.953154821986795
"ENSG00000004866",523.884326788918,-0.614081619055331,0.212089244658635,-2.89539255063932,0.00378684648095211,0.0307827451458083
"ENSG00000004897",1680.01793286077,-0.161864823437839,0.100728098672607,-1.60694806683429,0.108065760929584,0.33362508148311
"ENSG00000004939",8.67357060287904,-0.609551433429278,0.567082211229237,-1.07489076779182,0.282423635833477,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576121,0.141786728980214,-1.17332640207347,0.240664938544898,0.533196504297162
"ENSG00000004975",1003.16479833127,-0.346747940303981,0.162599798918692,-2.13252379529309,0.0329638104607268,0.150963685947296
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.22128727278318,0.0941992558621521,2.34914034891108,0.0188168126294779,0.102326975681667
"ENSG00000005020",752.819690039845,0.0733029402924795,0.150904592180531,0.485756856257795,0.627139566832094,0.852988660949444
"ENSG00000005022",1300.3667432696,-0.0771831248020289,0.116845445287117,-0.660557410794848,0.508896189255739,0.776204976276723
"ENSG00000005059",215.744400092371,0.223333752600784,0.257311169186685,0.8679520337446,0.385420591812452,0.684393816742829
"ENSG00000005073",0.424982332670398,-1.07930236636265,2.58025387820358,-0.418293089482373,0.675732841560342,NA
"ENSG00000005075",614.656589191918,0.098777349324375,0.160706698121965,0.614643636380418,0.53879009009121,0.79545386695501
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122697264,2.40301088003756,0.0162607036287445,0.0927224334300422
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.93182543382347,0.623894022306392,1.49356365104882,0.135289705996059,0.380706539819829
"ENSG00000005156",284.201575596381,-0.385473065910848,0.204307350859971,-1.88673126193606,0.0591964806364281,0.225599068756594
"ENSG00000005175",347.42491006876,-0.19914301024502,0.288689162982228,-0.689818101198624,0.490308584009866,0.76298600770971
"ENSG00000005187",26.7924966379797,-0.327506483008708,0.412451020524358,-0.794049394258601,0.427166676533738,0.718188201166014
"ENSG00000005189",79.0300154216569,-0.439826193614043,0.271072683961487,-1.62253970848841,0.104687838021062,0.326813571142401
"ENSG00000005194",458.750922474384,0.12800173626606,0.161088911317722,0.794603025242363,0.426844458013579,0.717819384265857
"ENSG00000005206",687.428245938322,0.101318274776541,0.139402935093318,0.72680158928302,0.467347509364555,0.747502863208247
"ENSG00000005238",705.733199499233,-0.205823489524855,0.115328505482673,-1.78467143628926,0.0743146266797688,0.261378314227845
"ENSG00000005243",993.989596404182,-0.10656897750658,0.185248561010482,-0.575275602278768,0.565104919210964,0.815101050346285
"ENSG00000005249",301.336933757971,0.660280961014507,0.225566737067892,2.92720890321595,0.00342019064580115,0.0283984579663698
"ENSG00000005302",469.935385547665,0.190286827870613,0.159050032795594,1.19639603039355,0.231542049697079,0.522725930279272
"ENSG00000005339",2604.13968768159,-0.104401332172607,0.135777656823323,-0.768913933376067,0.441944405343243,0.72997800760229
"ENSG00000005379",158.961412885247,0.120941682055543,0.284870280470672,0.424550015732489,0.671164737312132,0.877828408215724
"ENSG00000005381",7.12408517617175,1.17019134148194,1.30316102491845,0.897963735183964,0.369204883575515,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.15695906515109,0.139209882250634,1.12749944625699,0.259531374498674,0.556980670432171
"ENSG00000005448",234.244457375311,0.280155169186974,0.158303055515264,1.7697394928676,0.076770547669998,0.267100837229984
"ENSG00000005469",422.232491862876,-0.27399370901004,0.243915852509755,-1.12331243004832,0.261304826512358,0.55959982634362
"ENSG00000005471",33.2839581855106,-1.22916811609893,0.509500416059264,-2.41249678578468,0.0158436771391784,0.0909944976385499
"ENSG00000005483",1867.57277020935,0.0138035781207303,0.131030399674052,0.105346378817952,0.916100962713049,0.977204471072625
"ENSG00000005486",856.445860419445,-0.151783526798129,0.189515705010533,-0.800902103546998,0.423188322236379,0.715624609471778
"ENSG00000005513",4.19025057528613,-0.664739149857514,1.01931793248618,-0.652141131507591,0.514310132052006,NA
"ENSG00000005700",579.449582755315,-0.0875213502560924,0.132880287580245,-0.658648109887926,0.510121761433167,0.777127043951049
"ENSG00000005801",220.819344240061,-0.245459370014969,0.221066529575411,-1.11034162650677,0.266851841958386,0.566032373453747
"ENSG00000005810",2862.99024994653,-0.0627162845815629,0.120435293399372,-0.520746724746137,0.602543220208678,0.839002388565397
"ENSG00000005812",1499.03049853399,0.408597279763836,0.171642594415547,2.3805121400963,0.0172885913592321,0.0969483723709506
"ENSG00000005844",3.21951546901152,-0.938815055266138,1.14112424414126,-0.82271063829043,0.41067256419795,NA
"ENSG00000005882",1066.40685200078,-0.127921181717229,0.145631561058766,-0.87838914028814,0.379732575700857,0.678398065190024
"ENSG00000005884",1294.27596518976,0.333534620078869,0.276376751676091,1.20681141975996,0.22750477713068,0.516885666013223
"ENSG00000005889",800.115454708102,0.0162935634136056,0.227734262436502,0.0715463858590388,0.942962908542886,0.985126994074896
"ENSG00000005893",5133.58060707205,0.0430752555250855,0.0826645473305392,0.521084998540505,0.602307560798246,0.838954107264733
"ENSG00000005961",10.2882547896421,-0.61982263349328,0.637196518930078,-0.972733866365168,0.330685588884046,0.636855702396855
"ENSG00000005981",6.43695995371267,-0.629663993690796,0.791503566241046,-0.795528940799538,0.426305883039213,NA
"ENSG00000006007",2603.73463702376,0.180766912818251,0.146939239347441,1.23021538440677,0.218616460355823,0.505067943662947
"ENSG00000006015",386.908775735769,-0.0531752737518192,0.320215053323188,-0.166061130480803,0.868108842764015,0.962595056357246
"ENSG00000006016",160.452316906975,0.192130469942416,0.492939506101784,0.389764803924529,0.696710471903664,0.890964643172756
"ENSG00000006025",160.463406583492,-0.652554601970723,0.315114137862471,-2.07085155365364,0.0383726707340847,0.166902383190038
"ENSG00000006042",3151.10977435982,0.00904096047030884,0.0981847999688942,0.0920810601353071,0.926633636335801,0.979848296697804
"ENSG00000006047",0.673880264953231,-0.288288992773591,2.11000864920198,-0.136629294331388,0.891323820108563,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450788,0.273247251714172,-2.13794553755246,0.0325211637499833,0.149433563408221
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430551,3.11297552344815,-0.32623815274352,0.744244177342232,NA
"ENSG00000006118",458.98540697157,-0.549888036433403,0.221087251531893,-2.48719920584874,0.0128753281274618,0.078249135028254
"ENSG00000006125",6730.77886718365,0.0802578614252458,0.108527831422017,0.739514098583229,0.459594881896348,0.741708295860763
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228159,0.102590118814338,1.08870254288611,0.276285080080518,0.576796707391857
"ENSG00000006210",15.8841012169951,0.950279868961398,0.61316963681672,1.54978298321292,0.121193612700762,0.357444452649082
"ENSG00000006282",1394.30895675099,-0.106981530767095,0.168558648654325,-0.634684316830809,0.525634324228755,0.786189060177453
"ENSG00000006283",61.3642320498775,-1.17347549844753,0.461209913944057,-2.54434144403467,0.0109484004701414,0.0691754380977438
"ENSG00000006327",587.259201120954,-0.146104464368197,0.321307056543872,-0.454719127366091,0.649311318367322,0.86565316167897
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252647,0.735202753906777,-0.297283919423893,0.766249757437746,NA
"ENSG00000006451",1108.16420749476,-0.569179433484939,0.2106715187821,-2.70173888134185,0.00689779102970774,0.048302574582854
"ENSG00000006453",212.928764376348,-0.273778930114738,0.1576379385157,-1.73675786864893,0.0824299185440554,0.279409381456965
"ENSG00000006459",410.885814318294,0.00560167733292882,0.312423497968065,0.0179297567864162,0.985694890343938,0.995355988415719
"ENSG00000006468",210.179164493274,0.0486120622106963,0.406144751487982,0.119691469685617,0.904727557983932,0.973229552217249
"ENSG00000006530",277.887455661785,0.0331563103437857,0.201432210451251,0.164602822306862,0.869256609641399,0.962892622002376
"ENSG00000006534",1145.46216651212,0.427916521981317,0.262825503337595,1.6281392655859,0.103495359331753,0.32438684128299
"ENSG00000006555",4.76708315841851,-0.610580002303093,0.81152336099472,-0.75238746245663,0.451818084080087,NA
"ENSG00000006576",1076.37418478476,-0.416587761528715,0.195871238274828,-2.12684498856437,0.0334329648958101,0.151963461388669
"ENSG00000006606",4.01454411368169,-0.433957880934078,0.899385404112891,-0.482504918302641,0.629447305387129,NA
"ENSG00000006607",957.991889094816,0.595861925335484,0.155053660031775,3.8429400841836,0.000121569155344662,0.00186730715790558
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236919,0.251338881256689,-0.432560285513029,0.665334246714999,0.874771001519112
"ENSG00000006634",92.842938687114,-0.448347904396818,0.297818726994716,-1.50543892562127,0.13221126777262,0.375554705008758
"ENSG00000006638",64.0929103692678,-0.485251401133185,0.293993814908543,-1.65054969365304,0.0988305582837546,0.315141721617609
"ENSG00000006652",1086.50811752792,-0.0509940198886958,0.218671138829965,-0.233199589856931,0.815606424317974,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485808154122162,1.54326977279923,-0.314791465941168,0.752919991766199,NA
"ENSG00000006695",181.541477163383,0.196125214278241,0.202800613536296,0.96708392967036,0.333502078447719,0.639110335074111
"ENSG00000006704",291.607449568848,-0.0413723899708184,0.235419432246207,-0.175739061028531,0.860498946582358,0.960055439907524
"ENSG00000006712",1114.82190220928,-0.23893191380327,0.1297964641745,-1.84081989692759,0.0656479560432091,0.241670745882732
"ENSG00000006715",2208.49179423824,-0.139604325402337,0.134206350802326,-1.04022145425861,0.298237026187967,0.601918944778353
"ENSG00000006740",43.379700039727,-0.0199689503688085,0.379717673168432,-0.0525889411524727,0.958059428460486,0.99009280409649
"ENSG00000006744",938.900417504684,0.251716749270148,0.15381742152467,1.63646449651203,0.101742410331134,0.320684454623313
"ENSG00000006747",27.7360544388753,0.203422873843708,0.487478817022407,0.417295822383104,0.676462043823564,0.880383058666999
"ENSG00000006756",545.414312401993,-0.0147901884830348,0.15886497582269,-0.0930991139264212,0.925824821364423,0.979848296697804
"ENSG00000006757",168.95903743019,-0.0157237739884617,0.154076056441105,-0.102052027755994,0.91871537843667,0.977935795089026
"ENSG00000006788",11.2024027852827,2.95519566506426,1.06558260347776,2.77331448112923,0.00554884688108046,0.0410739423333155
"ENSG00000006831",1095.78070752679,0.243869398068222,0.0932019222248009,2.61657047673346,0.00888180268410883,0.0589718990139537
"ENSG00000006837",75.3675602917904,-0.14819019644887,0.313415249366702,-0.472823823181253,0.636338876141102,0.858561450258975
"ENSG00000007001",2.00323736390909,-0.284334112908851,1.40169857366522,-0.202849684126711,0.839252522808565,NA
"ENSG00000007038",0.887380960584451,0.607941216458294,1.95110338652524,0.311588417434398,0.755353337867784,NA
"ENSG00000007047",813.832894191521,-0.0377195317853225,0.175117680288936,-0.215395337141784,0.829459105114294,0.94937712718833
"ENSG00000007062",2.45626676455035,-0.552453765236131,1.02526595865661,-0.538839469477757,0.589997626716898,NA
"ENSG00000007080",662.955088766559,0.244243803157068,0.158825019014297,1.53781693005862,0.12409338287704,0.362327797122184
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659543599459,0.103637244893685,0.497561995331354,0.618792796310426,0.847994417723552
"ENSG00000007171",1.482516982495,-0.538363484516165,1.78169943649398,-0.302162908899806,0.762527877851067,NA
"ENSG00000007174",2.70167247050387,0.383779638887231,1.02562238283232,0.374191949504262,0.708261513034656,NA
"ENSG00000007202",6545.03722366678,0.0244029370808373,0.092022648458343,0.265184033383739,0.79086769423832,0.932188592827407
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748926,0.960669066386979,-0.932449009852981,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785187,0.242085504302601,1.11657522231199,0.264175990729215,0.562818535917884
"ENSG00000007264",2.94325916834344,0.130029540920605,0.934638476620223,0.139122820398759,0.889353095513862,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274233,1.53120649871176,0.409713291970771,0.682016278398938,NA
"ENSG00000007314",0.779954153372703,-0.684393456024242,2.03068597952152,-0.33702574545056,0.736097492250756,NA
"ENSG00000007341",281.675425442917,0.215543120141418,0.241297144887563,0.893268423220897,0.371713443720657,0.672271328534672
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250136,0.515864168536186,0.397054117620437,0.691327553547212,0.888906755261549
"ENSG00000007376",258.460977739524,0.120341850177404,0.199984987867697,0.601754418971774,0.547337620149643,0.801624413160753
"ENSG00000007384",1823.38777953572,0.0868116045427584,0.150639122160899,0.576288571637017,0.564420146230319,0.814831723667338
"ENSG00000007392",686.873099124053,-0.103853477906691,0.11015966731438,-0.942754099014368,0.345806694833779,0.650325448437303
"ENSG00000007402",23.7963910924727,0.739536517962882,0.519137318906015,1.42454894115745,0.15428762831662,0.412769145178451
"ENSG00000007516",11.2010825391975,-0.211644977337045,0.707152760681707,-0.299291735965247,0.764717459522532,0.922091325006089
"ENSG00000007520",580.560487206145,0.0714336082153253,0.1506564361933,0.474149064057722,0.635393612948037,0.858050492028357
"ENSG00000007541",653.546283118955,0.221748013687622,0.164697298587904,1.3463973944252,0.178174390795661,0.44888704337867
"ENSG00000007545",622.76848387059,0.166768403599036,0.157642472413701,1.05789005364865,0.290105570283211,0.593015098115702
"ENSG00000007866",1620.52184915199,0.553934461373924,0.156832395054796,3.53201557102016,0.000412405071025126,0.00512797602682721
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756224,0.14772438142871,-0.260140397975996,0.794755477244623,0.933794500298087
"ENSG00000007933",877.805740707214,0.313996093721054,0.978772381072815,0.320806042132992,0.748357380267637,0.915794483205669
"ENSG00000007944",345.286662228229,-0.48978986474287,0.15232264072595,-3.21547645450863,0.00130228177581285,0.0129927914984754
"ENSG00000007952",10.1687462516428,0.809128458611218,0.573991511122059,1.40965230832335,0.158642373432463,0.419765294871204
"ENSG00000007968",3.95849086572913,0.162676335960858,0.819783077493917,0.198438270350933,0.842702177334089,NA
"ENSG00000008018",1517.71752051207,0.0478484393435364,0.11093614163062,0.431315156992348,0.666239230956029,0.875479131183775
"ENSG00000008056",17.7167030593017,0.676013565163087,0.458124729302829,1.47561029109221,0.140048540856607,0.388895333933501
"ENSG00000008083",305.072434597756,0.487459854580979,0.151932656611774,3.20839420208758,0.00133478408426749,0.0132556296414567
"ENSG00000008086",372.53707879909,-0.172935290532883,0.189039000411845,-0.914812764329703,0.360289932669836,0.661817883470978
"ENSG00000008118",6.947918731314,-0.861305707934042,0.7979170108111,-1.0794427193105,0.280390415849756,NA
"ENSG00000008128",563.813333715399,0.133368795438242,0.368609963169702,0.36181549269964,0.717489913933295,0.900355020840149
"ENSG00000008130",1713.6319552007,0.830141261205871,0.15138528776809,5.48363234925167,4.16680278520269e-08,1.65633144834369e-06
"ENSG00000008196",1.08416182794751,-1.40315172411978,2.31102921164641,-0.60715447344785,0.543748402229703,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477360128,0.774036918488782,-0.0221849208039574,0.982300446086802,NA
"ENSG00000008256",3740.92435461127,1.19683521086011,0.20737453118423,5.77137030292715,7.86294669982406e-09,3.76849138508973e-07
"ENSG00000008277",19.3106346175362,-0.0241064269364651,0.47452963810572,-0.0508006771351433,0.95948435129975,0.990104479222653
"ENSG00000008282",1985.33227996644,0.286864094058608,0.13966274187054,2.05397724702065,0.0399778939392656,0.171710944557142
"ENSG00000008283",526.559923099993,0.0461205199046875,0.140844948264558,0.327455975332933,0.743323035649634,0.913694292258234
"ENSG00000008294",2928.30789180736,-0.166798754517566,0.135595725173481,-1.23011809040561,0.218652886649987,0.505067943662947
"ENSG00000008300",96.2831177707404,0.526617369940244,0.302734838387361,1.73953342385529,0.0819409783238866,0.278420306097689
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953757,6.01259111207885,1.82581151492695e-09,9.56813681438361e-08
"ENSG00000008323",11.0031983554828,0.405444187987038,0.584041381860034,0.69420455567,0.487553936046354,0.76139455160054
"ENSG00000008324",122.640499235734,0.570316063532943,0.253286891278759,2.2516604023746,0.024343740811307,0.121919958527528
"ENSG00000008382",158.890722523391,0.132423892708586,0.205625800842924,0.644004264862385,0.519572668416648,0.782841291897856
"ENSG00000008394",3683.6269984121,0.00405145647154019,0.377714326608352,0.0107262451703112,0.991441858689228,0.997067573871502
"ENSG00000008405",286.125102009691,0.0862976818309491,0.187468459129561,0.460331739171698,0.645278122736631,0.863252851449821
"ENSG00000008438",1.71601671351819,2.69572186153615,1.6197408790158,1.66429204600562,0.0960540811630358,NA
"ENSG00000008441",11031.7971096393,-0.31269259364387,0.144617244236247,-2.16220821586847,0.0306021305559157,0.143511462246457
"ENSG00000008513",1583.37114858265,-0.562139412912089,0.225853185594968,-2.48895941596413,0.0128117589670594,0.0779879781174096
"ENSG00000008516",23.9019134428755,-0.178258532289544,0.486706312993065,-0.366254818420823,0.714174940405259,0.899586234721386
"ENSG00000008517",119.607617110672,-0.900335920469106,0.415638409017703,-2.16615187849677,0.0302995829718772,0.142541919985862
"ENSG00000008710",5182.00878157707,0.404539834888903,0.145972294920843,2.77134667991809,0.00558249554547242,0.0412401294981206
"ENSG00000008735",19.7100642494594,0.378465888242692,0.432176975743801,0.875719692358277,0.381182437204918,0.680137607383185
"ENSG00000008838",1158.52573912739,-0.0257298840860003,0.124753943888718,-0.206245055538698,0.836599495075504,0.952349475530913
"ENSG00000008853",845.571636260842,0.364274124885517,0.177902833495698,2.04760159086688,0.0405990533489186,0.173626111259508
"ENSG00000008869",715.562444905458,0.10281334460535,0.11236727002084,0.914975905228291,0.360204279429084,0.661817883470978
"ENSG00000008952",5171.56671072198,0.082956096047773,0.141494926483502,0.586283184206224,0.557685229403731,0.810369890847691
"ENSG00000008988",10959.3107578206,-0.0290054280900576,0.143611669247942,-0.201971248171904,0.839939201592998,0.953531953795488
"ENSG00000009307",15902.4117972056,-0.0196345853419292,0.102492947435175,-0.191570111244461,0.848078956616457,0.955902842251452
"ENSG00000009335",2127.18026041807,0.197193707147099,0.0931986520205223,2.11584291051416,0.0343581702076666,0.155144450743921
"ENSG00000009413",8391.06888900911,0.969287576217052,0.150655684984788,6.43379356255238,1.24457868728983e-10,8.45253103991233e-09
"ENSG00000009694",10.1257165658402,1.26320195080811,1.21706570609159,1.03790776823765,0.299312996601673,0.602686436155255
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653389,0.277519332573269,-1.61325031846272,0.106690135413457,0.331178950776143
"ENSG00000009765",10.717478680374,1.6031334627843,0.941617965898264,1.70253066619749,0.0886559348515851,0.293036694309746
"ENSG00000009780",176.843521397315,0.426821765706175,0.18871749443979,2.26169686585338,0.0237161385126362,0.119872593232159
"ENSG00000009790",5.5982365472662,0.327318655578118,0.709782962403987,0.461153159367917,0.644688724775124,NA
"ENSG00000009830",429.561114742382,0.117386571222007,0.142679360052372,0.822729869119953,0.410661625694024,0.706206763360076
"ENSG00000009844",867.146195689117,-0.101431793723834,0.127326807710821,-0.796625593207372,0.425668508998373,0.717374363455361
"ENSG00000009950",6.89942793039643,0.614252420235965,0.930433657699704,0.660178632998479,0.509139202373805,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664731,0.0833381498353982,-0.280368765236837,0.779194598170376,0.928126639485379
"ENSG00000010017",2202.06085895341,0.716872638971709,0.156810110094439,4.57159706437278,4.84020990752725e-06,0.000115259401021227
